Source Sheet,Source Row,Import Key,Category,Brand,Collection / Series,Product Number / SKU,Product Name,Size,Finish / Variant,Unit,Physical Stock (Boxes),Loose Stock (Pieces),Blocked Stock (Boxes),Confirmed Stock (Boxes),Delivered Stock (Boxes),Damaged Stock (Boxes),In Transit Stock (Boxes),Reorder Level (Boxes),Available to Block (Boxes),Stock Status,Warehouse,Blocked By,Block Approved By,S3 Image Key,Image URL,Website Visible,Active,Remarks,Unnamed: 29,Sanitaryware / bathroom
2X4 VELZONE,3,2X4-VELZONE-0003,Tiles,,GLOSSY,,ANNA CREMA,,,Box,87.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,31,LONIX-800X1200-0031,Tiles,,GLOSSY,,ANT GREY - G,800X1200,,Box,174.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,4,MOTTO-6X48X4-0004,Tiles,,GLOSSY,,ANTICO BEIGE-KAL,,,Box,12.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Motto 800X1600,6,MOTTO-800X1600-0006,Tiles,,GLOSSY,,ARCADIA WHITE - G,800X1600,,Box,1.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,18,4X2-MONZA-0018,Tiles,,GLOSSY,,ARGENTA BIANCO - G discontinue,,,Box,14.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Motto 800X1600,14,MOTTO-800X1600-0014,Tiles,,GLOSSY,,ARMANI DARK - G,800X1600,,Box,17.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,5,2X4-VELZONE-0005,Tiles,,GLOSSY,,ASHWARIA CREMA,,,Box,9.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,4,2X4-VELZONE-0004,Tiles,,GLOSSY,,ASHWARIA WHITE,,,Box,220.0,118,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,32,LONIX-800X1200-0032,Tiles,,GLOSSY,,AUTHENTIC BIANCO - G,800X1200,,Box,239.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Monolith 800X1600,7,MONOLITH-800X1600-0007,Tiles,,GLOSSY,,AVIRA BIANCO,,,Box,7.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,6,2X4-VELZONE-0006,Tiles,,GLOSSY,,BELGIUM AQUA - discontinued,,,Box,1.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,7,2X4-VELZONE-0007,Tiles,,GLOSSY,,BELGIUM WHITE,,,Box,9.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Motto 800X1600,17,MOTTO-800X1600-0017,Tiles,,GLOSSY,,BELLA CREMA G,800X1600,,Box,11.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,4,4X2-MONZA-0004,Tiles,,GLOSSY,,BONITO AQUA-G,,,Box,265.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,8,2X4-VELZONE-0008,Tiles,,GLOSSY,,BRECCIA ICELAND,,,Box,272.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,7,MOTTO-6X48X4-0007,Tiles,,GLOSSY,,BRIENZA BEIGE (mst12-34),,,Box,30.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,6,MOTTO-6X48X4-0006,Tiles,,GLOSSY,,BRIENZA BEIGE -KALL,,,Box,44.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,52,MOTTO-6X48X4-0052,Tiles,,GLOSSY,,BRIENZA BEIGE-PM-KALL,,,Box,10.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,8,MOTTO-6X48X4-0008,Tiles,,GLOSSY,,BRIENZA GREY - KALL(mst10-50),,,Box,42.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,51,MOTTO-6X48X4-0051,Tiles,,GLOSSY,,BRIENZA GREY-PM-KALL,,,Box,2.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,9,2X4-VELZONE-0009,Tiles,,GLOSSY,,BRUCE IVORY,,,Box,310.0,234,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,10,2X4-VELZONE-0010,Tiles,,GLOSSY,,BRUCE SILVER,,,Box,329.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,11,2X4-VELZONE-0011,Tiles,,GLOSSY,,BZ-1503,,,Box,33.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,33,LONIX-800X1200-0033,Tiles,,GLOSSY,,CALCATTA BORGHINI - G,800X1200,,Box,129.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,12,2X4-VELZONE-0012,Tiles,,GLOSSY,,CARMIN SKY,,,Box,281.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,13,2X4-VELZONE-0013,Tiles,,GLOSSY,,CAROLINA GOLD,,,Box,200.0,143,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,5,4X2-MONZA-0005,Tiles,,GLOSSY,,CIRON BIANCO-G,,,Box,219.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,20,4X2-MONZA-0020,Tiles,,GLOSSY,,CIVIC BIANCO - G,,,Box,2.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Monolith 800X1600,4,MONOLITH-800X1600-0004,Tiles,,GLOSSY,,CLASSIC CARRARA,,,Box,15.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,14,2X4-VELZONE-0014,Tiles,,GLOSSY,,CUBIX LIGHT,,,Box,3.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,15,2X4-VELZONE-0015,Tiles,,GLOSSY,,DALKEY BIANCO,,,Box,466.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,16,2X4-VELZONE-0016,Tiles,,GLOSSY,,DELLIN BEIGE-glossy,,,Box,24.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Motto 800X1600,8,MOTTO-800X1600-0008,Tiles,,GLOSSY,,DIAMOND GOLD-G,800X1600,,,0.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,9,MOTTO-6X48X4-0009,Tiles,,GLOSSY,,DIAMOND GOLD-KALLAPU,,,Box,1.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,10,MOTTO-6X48X4-0010,Tiles,,GLOSSY,,DOLCE BIANCO,,,Box,1.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,11,MOTTO-6X48X4-0011,Tiles,,GLOSSY,,DOLCE BIANCO,,,Box,21.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,59,MOTTO-6X48X4-0059,Tiles,,GLOSSY,,DOLCE BIANCO-SPA CR KALL,,,Box,30.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,13,MOTTO-6X48X4-0013,Tiles,,GLOSSY,,DOLCE CREMA (mst2-36),,,Box,36.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,12,MOTTO-6X48X4-0012,Tiles,,GLOSSY,,"DOLCE CREMA-KALL (mst2-55,mst1-3)",,,Box,13.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,62,MOTTO-6X48X4-0062,Tiles,,GLOSSY,,DOLCE CREMA-SPA CR,,,Box,59.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,63,MOTTO-6X48X4-0063,Tiles,,GLOSSY,,DOLCE CREMA-SPA CR,,,Box,17.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,60,MOTTO-6X48X4-0060,Tiles,,GLOSSY,,DOLCE CREMA-SPA CR-KALLAP,,,Box,11.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,61,MOTTO-6X48X4-0061,Tiles,,GLOSSY,,DOLCE CREMA-SPA CR-KALLAP(mst12-31),,,Box,9.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,64,MOTTO-6X48X4-0064,Tiles,,GLOSSY,,EARTH BEIGE - SPA-KALLAPU,,,Box,21.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,7,4X2-MONZA-0007,Tiles,,GLOSSY,,ENDLESS GLOSSY,,,,0.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,14,MOTTO-6X48X4-0014,Tiles,,GLOSSY,,EQUITA CREMA,,,Box,5.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Motto 800X1600,10,MOTTO-800X1600-0010,Tiles,,GLOSSY,,EQUITA CREMA-KALLAPU,800X1600,,Box,5.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Motto 800X1600,9,MOTTO-800X1600-0009,Tiles,,GLOSSY,,ETERNAL SILVER G,800X1600,,Box,5.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,34,LONIX-800X1200-0034,Tiles,,GLOSSY,,ETERNITY RUST - G,800X1200,,Box,131.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,17,2X4-VELZONE-0017,Tiles,,GLOSSY,,FARROW DIWA 1030,,,Box,69.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,15,MOTTO-6X48X4-0015,Tiles,,GLOSSY,,FENIX SILVER,,,Box,1.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,65,MOTTO-6X48X4-0065,Tiles,,GLOSSY,,FENIX SILVER -SPA,,,Box,3.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,18,2X4-VELZONE-0018,Tiles,,GLOSSY,,FLARE WHITE,,,Box,99.0,12,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,9,4X2-MONZA-0009,Tiles,,GLOSSY,,FONATAN CHOCO- G,,,Box,36.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,10,4X2-MONZA-0010,Tiles,,GLOSSY,,FONATAN CHOCO- G,,,Box,20.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,8,4X2-MONZA-0008,Tiles,,GLOSSY,,FONTANA BIANCO - G,,,Box,38.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,11,4X2-MONZA-0011,Tiles,,GLOSSY,,FONTANA CREMA - G,,,Box,1.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,12,4X2-MONZA-0012,Tiles,,GLOSSY,,FONTANA CREMA - G,,,Box,5.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,13,4X2-MONZA-0013,Tiles,,GLOSSY,,FONTANA NERO - G,,,Box,2.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,14,4X2-MONZA-0014,Tiles,,GLOSSY,,FONTANA SILVER - G,,,Box,5.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,19,2X4-VELZONE-0019,Tiles,,GLOSSY,,GLACIAR BIANCO,,,Box,200.0,167,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,20,2X4-VELZONE-0020,Tiles,,GLOSSY,,GLACIAR IVORY,,,Box,100.0,297,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,29,LONIX-800X1200-0029,Tiles,,GLOSSY,,GLAM BEIGE - G,800X1200,,Box,17.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,30,LONIX-800X1200-0030,Tiles,,GLOSSY,,GLAM BIANCO - G,800X1200,,Box,60.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,28,LONIX-800X1200-0028,Tiles,,GLOSSY,,GLAM GREY - G,800X1200,,Box,11.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,21,2X4-VELZONE-0021,Tiles,,GLOSSY,,HAMBURG GREY,,,,0.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,16,MOTTO-6X48X4-0016,Tiles,,GLOSSY,,HOEDIX BEIGE - KAL,,,Box,5.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,17,MOTTO-6X48X4-0017,Tiles,,GLOSSY,,HOEDIX BEIGE - KALL (sl1-47),,,Box,45.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,26,LONIX-800X1200-0026,Tiles,,GLOSSY,,ICE WHITE - G,800X1200,,Box,3.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,27,LONIX-800X1200-0027,Tiles,,GLOSSY,,ICELANF GOLD - G,800X1200,,Box,3.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,76,MOTTO-6X48X4-0076,Tiles,,GLOSSY,,ITALIAN,,,,0.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,20,MOTTO-6X48X4-0020,Tiles,,GLOSSY,,KASHMIRI MARFIL,,,Box,4.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,18,MOTTO-6X48X4-0018,Tiles,,GLOSSY,,KASHMIRI MARFIL -KAL,,,Box,27.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,19,MOTTO-6X48X4-0019,Tiles,,GLOSSY,,KASHMIRI MARFIL -KALLAPU-mogeru,,,,0.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,23,LONIX-800X1200-0023,Tiles,,GLOSSY,,LEO BEIGE - G,800X1200,,Box,2.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Boffo 800 x 1600 ,9,BOFFO-800-X-1600-0009,Tiles,,GLOSSY,,LEROX WHITE,800x1600,,Box,12.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,21,MOTTO-6X48X4-0021,Tiles,,GLOSSY,,LEVIKA BEIGE (mst12),,,Box,24.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,22,MOTTO-6X48X4-0022,Tiles,,GLOSSY,,LEVIKA BEIGE - KALL,,,Box,57.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Motto 800X1600,16,MOTTO-800X1600-0016,Tiles,,GLOSSY,,LIMS ALMOND-,800X1600,,Box,1.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,19,4X2-MONZA-0019,Tiles,,GLOSSY,,LOSECO CREMA -G,,,Box,2.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,23,MOTTO-6X48X4-0023,Tiles,,GLOSSY,,MARVEL GREY,,,Box,4.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,22,2X4-VELZONE-0022,Tiles,,GLOSSY,,MEZZA CREMA - discontinued,,,Box,3.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,24,MOTTO-6X48X4-0024,Tiles,,GLOSSY,,MICHAEL ANGELO,,,Box,2.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,25,MOTTO-6X48X4-0025,Tiles,,GLOSSY,,MICHAEL ANGELO - KAL,,,Box,1.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,77,MOTTO-6X48X4-0077,Tiles,,GLOSSY,,MICHAEL ANGELO -ITALIAN,,,Box,1.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,53,MOTTO-6X48X4-0053,Tiles,,GLOSSY,,MICHAEL ANGELO-PM-KALL,,,Box,38.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,54,MOTTO-6X48X4-0054,Tiles,,GLOSSY,,MICHAEL ANGELO-PM-KALL,,,Box,2.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,16,4X2-MONZA-0016,Tiles,,GLOSSY,,MIDAS BEIGE - G,,,Box,6.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,15,4X2-MONZA-0015,Tiles,,GLOSSY,,MIDAS BIANCO - G,,,Box,79.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,17,4X2-MONZA-0017,Tiles,,GLOSSY,,MIDAS GREY - G,,,Box,8.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Motto 800X1600,12,MOTTO-800X1600-0012,Tiles,,GLOSSY,,MINT ONYX-KALLAPU,800X1600,,Box,18.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,26,MOTTO-6X48X4-0026,Tiles,,GLOSSY,,MODERN STATURIO,,,Box,21.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,21,LONIX-800X1200-0021,Tiles,,GLOSSY,,MONET GREY(VESUVIUS GREY),800X1200,,Box,111.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,23,2X4-VELZONE-0023,Tiles,,GLOSSY,,MOON AQUA,,,Box,70.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,24,LONIX-800X1200-0024,Tiles,,GLOSSY,,NAIROBI MARFIL BEIGE - G,800X1200,,Box,15.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,28,MOTTO-6X48X4-0028,Tiles,,GLOSSY,,NORWICH BEIGE,,,Box,4.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,27,MOTTO-6X48X4-0027,Tiles,,GLOSSY,,NORWICH BEIGE - KALL,,,Box,68.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,67,MOTTO-6X48X4-0067,Tiles,,GLOSSY,,NORWICH BEIGE - SPA KALLAPU,,,Box,42.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,55,MOTTO-6X48X4-0055,Tiles,,GLOSSY,,NORWICH BEIGE -PM-KALL,,,Box,29.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Monolith 800X1600,5,MONOLITH-800X1600-0005,Tiles,,GLOSSY,,OMICRON AQUA,,,Box,1.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Monolith 800X1600,6,MONOLITH-800X1600-0006,Tiles,,GLOSSY,,OMICRON MOCHA,,,Box,2.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,30,MOTTO-6X48X4-0030,Tiles,,GLOSSY,,ONYX ARIA (mst-11),,,Box,4.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,68,MOTTO-6X48X4-0068,Tiles,,GLOSSY,,ONYX ARIA -SPA,,,Box,44.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,29,MOTTO-6X48X4-0029,Tiles,,GLOSSY,,ONYX ARIA-KALL,,,Box,3.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Motto 800X1600,15,MOTTO-800X1600-0015,Tiles,,GLOSSY,,ONYX ARIA-KALLAPU,800X1600,,Box,1.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Monolith 800X1600,8,MONOLITH-800X1600-0008,Tiles,,GLOSSY,,ONYX FIRENZE,,,Box,1.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,22,LONIX-800X1200-0022,Tiles,,GLOSSY,,ONYX SKY - G,800X1200,,Box,15.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,39,2X4-VELZONE-0039,Tiles,,GLOSSY,,ORCHID WHITE,,,Box,269.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,35,LONIX-800X1200-0035,Tiles,,GLOSSY,,OYSTER BIANCO - G,800X1200,,Box,164.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,33,MOTTO-6X48X4-0033,Tiles,,GLOSSY,,PANILLO CREMA-KALL,,,Box,73.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,32,MOTTO-6X48X4-0032,Tiles,,GLOSSY,,PANORA BEIGE -,,,Box,8.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,31,MOTTO-6X48X4-0031,Tiles,,GLOSSY,,PANORA BEIGE - KAL (mst13),,,Box,50.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,50,MOTTO-6X48X4-0050,Tiles,,GLOSSY,,PAPERMATT,,,,0.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,56,MOTTO-6X48X4-0056,Tiles,,GLOSSY,,PERLINO CREMA-PM-KALLAPU,,,Box,117.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,24,2X4-VELZONE-0024,Tiles,,GLOSSY,,PILPIS DARK GREY,,,Box,50.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,25,2X4-VELZONE-0025,Tiles,,GLOSSY,,PILPIS SILVER,,,Box,257.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,28,2X4-VELZONE-0028,Tiles,,GLOSSY,,POLO SAND,,,Box,200.0,87,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,27,2X4-VELZONE-0027,Tiles,,GLOSSY,,POLO SLATE,,,Box,418.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,26,2X4-VELZONE-0026,Tiles,,GLOSSY,,POLO SMOKE,,,Box,200.0,189,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,29,2X4-VELZONE-0029,Tiles,,GLOSSY,,POLO WALNUT,,,Box,184.0,178,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Lonix 800X1200,25,LONIX-800X1200-0025,Tiles,,GLOSSY,,PRESIDENT BIANCO - G,800X1200,,Box,21.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,30,2X4-VELZONE-0030,Tiles,,GLOSSY,,PRISM STATUARIO,,,Box,19.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,34,MOTTO-6X48X4-0034,Tiles,,GLOSSY,,PULPIS STEEL-KAL,,,Box,4.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,31,2X4-VELZONE-0031,Tiles,,GLOSSY,,RABBIT CANNON - discontinued,,,Box,2.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,32,2X4-VELZONE-0032,Tiles,,GLOSSY,,RICA BROWN,,,Box,200.0,304,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,33,2X4-VELZONE-0033,Tiles,,GLOSSY,,RICA GREY,,,Box,455.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,41,2X4-VELZONE-0041,Tiles,,GLOSSY,,ROYAL BLACK - HG Special,,,Box,100.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,36,MOTTO-6X48X4-0036,Tiles,,GLOSSY,,"ROYAL CREMA -KAL (b10-2,m2-25)",,,Box,18.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,35,MOTTO-6X48X4-0035,Tiles,,GLOSSY,,ROYAL QUARTZ,,,Box,1.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Motto 800X1600,13,MOTTO-800X1600-0013,Tiles,,GLOSSY,,SKY ONYX - G-KALLAPU,800X1600,,Box,1.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,78,MOTTO-6X48X4-0078,Tiles,,GLOSSY,,SMART CREMA - ITALIAN-KALLAPU,,,Box,9.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
2X4 VELZONE,34,2X4-VELZONE-0034,Tiles,,GLOSSY,,SMOKE,,,Box,553.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Motto 800X1600,11,MOTTO-800X1600-0011,Tiles,,GLOSSY,,SOFT ART BIANCO -G,800X1600,,Box,5.0,1,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
MOTTO 6x48x4,58,MOTTO-6X48X4-0058,Tiles,,GLOSSY,,SPA,,,,0.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
4X2 MONZA ,21,4X2-MONZA-0021,Tiles,,GLOSSY,,SPIDER BEIGE - G,,,Box,45.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
Motto 800X1600,18,MOTTO-800X1600-0018,Tiles,,GLOSSY,,STAT.REGAL - GLOSSY,800X1600,,Box,6.0,0,0,0,0,0,0,0,,,Main Depot,,,,,Yes,Yes,,,
